id,objectid,parentid,title,display_template,format,type,object_location,image_small,image_thumb,credits,caption,represents,uri,accession_number,actual_weight,architect,architect_evidence,architectural_order,assoc_building,attributed_by,beazley_number,building_type,category,ceramic_phase,collection,collection_history,commentary,comparanda,condit,condition_description,context,context_mod,culture,date_description,date_for_sort,decoration_description,denomination,description,die_axis,dimensions,documentary_references,donor,end_date,end_mod,entered_by,essay_number,essay_text,exploration,extent,findspot,findspot_mod,form_style_description,graffiti,history,human_name,image,images,in_group,in_whole,inscription,inscription_bibliography,inscriptions,issuing_authority,location,material,material_description,name,object_function,obverse_legend,obverse_type,original,original_or_copy,other_bibliography,other_notes,painter,painter_mod,period,period_for_sort,periods,perseus_version,physical,placement,plan,potter,potter_mod,primary_citation,region,relief,reverse_legend,reverse_type,scale,scale_for_sort,sculptor,sculptor_mod,sculpture_type,see_also,shape,shape_description,site_type,sources_used,start_date,start_mod,style,subject_description,summary,technique,technique_description,objtype,unitary_date,unitary_mod,ware
aa_3875,aa_3875,,Aegina City,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3003/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3003/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3003/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<P>Aegina is located in a key maritime position and since prehistoric times has had close trade contact with the mainland and the islands. It may have been depopulated in the Dark Ages and then resettled by colonists from the Peloponnese in the 10th century B.C. By the end of the 8th century, however, Aegina was independent of any mainland ties. During the 7th and 6th centuries, Aegina was a major maritime power and had trade contacts from Egypt to Spain. The island was especially noted for its fine pottery and bronze products. Aegina was apparently the first Greek city state to adopt coinage and its system of weights became one of the earliest standards for trade in the Greek historical period.</P><P>During the 6th century B.C. the growing power of Athens came into conflict with the interests of Aegina. Although Aegina fought along side the Greeks at Salamis, conflict with Athens continued and in 458 B.C. Athens defeated the combined navies of Aegina and Corinth. In 431 B.C. Athens expelled the inhabitants of Aegina and established an Athenian cleruchy on their territory. In 404 B.C. the remaining Aegina citizens returned from exile, but the city was no longer a major power. Aegina came under Macedonian control and finally in 210 B.C. it passed to the rule of Pergamon.</P>",,,,,,,Donald R. Keller,,,"<P>Excavations: 1894, B. Stais; 1901, Thiersch; 1904, Keramopoullis. German excavations directed by P. Wolters 1924-1926; by G. Welter 1926-1931, 1941-43; and by H. Walter 1966-1972.</P>",,,,,,,,"1987.08.3003,1990.21.0123,1990.21.0124,1990.21.0125,1990.21.0129,1990.21.0130,1990.21.0131,1990.21.0132,1990.21.0133,1990.21.0149,1990.21.0150,1990.21.0151,1990.21.0152,1990.21.0153,1990.21.0154,1990.21.0155,1990.21.0156,1990.21.0157,1990.21.0158,1990.21.0159,1990.21.0160,1990.21.0161,1990.21.0162,1990.21.0163,1990.21.0164,1990.21.0165,1990.21.0166,1990.21.0167,1990.21.0168,1990.21.0169,1990.21.0170,1990.21.0171,1990.21.0172,1990.21.0173,1990.21.0174,1990.21.0175","1987.08.3003,1990.21.0123,1990.21.0124,1990.21.0125,1990.21.0129,1990.21.0130,1990.21.0131,1990.21.0132,1990.21.0133,1990.21.0149,1990.21.0150,1990.21.0151,1990.21.0152,1990.21.0153,1990.21.0154,1990.21.0155,1990.21.0156,1990.21.0157,1990.21.0158,1990.21.0159,1990.21.0160,1990.21.0161,1990.21.0162,1990.21.0163,1990.21.0164,1990.21.0165,1990.21.0166,1990.21.0167,1990.21.0168,1990.21.0169,1990.21.0170,1990.21.0171,1990.21.0172,1990.21.0173,1990.21.0174,1990.21.0175",,,,,,,Perseus,,,Aegina City,,,,,,"<P><bibl>W.W. Wurster, Alt-gina (1974) Vol. 1, 1 (Mainz)</bibl>. Primary excavation reports: ArchEph (1985) 235ff; ArchEph (1910) 177ff; Gnomon (1925) 46ff; AA (1925) 1ff; AA (1937) 19ff.</P>",,,,,,<P>Neolithic</P><P>Early Bronze Age</P><P>Middle Bronze Age</P><P>Late Bronze Age</P><P>Dark Age</P><P>Geometric</P><P>Archaic</P><P>Classical</P><P>Hellenistic</P><P>Roman</P><P>Byzantine</P><P>Modern</P>,1.0,"<P>The ancient capital of Aegina is located on the NW coast of the island, partially under the modern town. The city had a larger commercial harbor and N of this a rectangular military harbor. The latter was protected on the N by a low promontory which served as the acropolis. The Classical city walls enclosed both harbors and the acropolis promontory.</P><P>On the promontory beneath the levels of the ca. 500 B.C. temple of Apollo and the remains of an earlier temple, excavations have uncovered levels of continuous occupation extending back through the Bronze Ages to the Neolithic. The successive settlements on the acropolis were each fortified, at least since the Early Bronze Age. The 6th century temple of Apollo was replaced by a late Roman fortress.</P>",,,,,,Saronic Gulf,,,,,,,,,,,,Fortified city,"<P><bibl>PECS, 20</bibl>; <bibl>Barber 1988, 245</bibl>; <bibl>Welter 1938</bibl>; <bibl>Leekley and Noyes 1975, 10</bibl></P>",,,,,Capital city of the island of Aegina.,,,Site,,,
1987.08.3003,i1987083003,aa_3875,"Church and harbor, Aegina City",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3003/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3003/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3003/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"Church and harbor, Aegina City",aa_3875,https://iiif.perseus.tufts.edu/iiif/3/1987.08.3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.21.0123,i1990210123,aa_3875,"View of modern harbor and town, from NW, Aegina City",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.21.0123/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.21.0123/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.21.0123/full/^50,/0/default.jpg",Photograph by Maria Daniels,"View of modern harbor and town, from NW, Aegina City",aa_3875,https://iiif.perseus.tufts.edu/iiif/3/1990.21.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.21.0124,i1990210124,aa_3875,"View of modern harbor and town, from N, Aegina City",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.21.0124/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.21.0124/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.21.0124/full/^50,/0/default.jpg",Photograph by Maria Daniels,"View of modern harbor and town, from N, Aegina City",aa_3875,https://iiif.perseus.tufts.edu/iiif/3/1990.21.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3876,aa_3876,,"Aegina, Sanctuary of Aphaia",compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3002/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3002/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3002/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<P>Although Mycenaean ex-voto offerings and traces of Geometric structures have been found on the site, the earliest definite indication of cult activity dates to the 7th century B.C. At this time, when the Aegina Thalossocracy developed, a small altar and perhaps a structure to house the cult image of Aphaia were enclosed in a sacred temenos.</P><P>In the 6th century the first temple of Aphaia was constructed and a 2nd altar was set up between the temple and the original altar. A southern gateway or propylon was also added to the temenos.</P><P>During the third and final major building phase, early in the 5th century, a new and larger temple was constructed with a slightly different orientation. The area of the sacred precinct was tripled in size and a ramp was built from the temple to the altar, which was also enlarged. A new propylon was also added and priests' quarters were built to the S in an adjoining enclosure.</P>",,,,,,,Donald R. Keller,,,<P>Temple sculptures from pediments and entablature taken to Munich in 1811. Bavarian excavations in 1901-03 under A. Furtwngler.</P>,,,,,,,,"1987.08.3002,1987.09.2169,1987.09.2170,1987.09.2171,1987.09.2172,1987.09.2174,1990.13.1001,1990.13.1002,1990.13.1003,1990.13.1004,1990.13.1006,1990.13.1007,1990.13.1008,1990.13.1009,1990.13.1010,1990.13.1011,1990.13.1012,1990.13.1013,1990.13.1015,1990.13.1017,1990.13.1017,1990.13.1018,1990.13.1018,1990.13.1019,1990.13.1019,1990.13.1019,1990.13.1020,1990.13.1020,1990.13.1021,1990.13.1021,1990.13.1022,1990.13.1022,1990.13.1022,1990.13.1023,1990.13.1024,1990.13.1025,1990.13.1025,1990.21.0044,1990.21.0050,1990.21.0051,1990.21.0052,1990.21.0053,1990.21.0054,1990.21.0055,1990.21.0056,1990.21.0057,1990.21.0058,1990.21.0062,1990.21.0063,1990.21.0064,1990.21.0065,1990.21.0066,1990.21.0067,1990.21.0068,1990.21.0069,1990.21.0070,1990.21.0072,1990.21.0079,1990.21.0081,1990.21.0083,1990.21.0084,1990.21.0085,1990.21.0086,1990.21.0090,1990.21.0092,1990.21.0094,1990.21.0096,1990.21.0110,1990.21.0111,1990.21.0112,1990.21.0120,1990.21.0121,1990.21.0122,1990.21.0143,1990.30.0001,1990.33.0005.lg,1990.33.0005.sm,1990.33.0006.lg,1990.33.0006.sm,1990.33.0009a,1990.33.0010a,1990.33.1013,1990.33.1014,1990.33.1015,1990.33.1016,1990.33.1017","1987.08.3002,1987.09.2169,1987.09.2170,1987.09.2171,1987.09.2172,1987.09.2174,1990.13.1001,1990.13.1002,1990.13.1003,1990.13.1004,1990.13.1006,1990.13.1007,1990.13.1008,1990.13.1009,1990.13.1010,1990.13.1011,1990.13.1012,1990.13.1013,1990.13.1015,1990.13.1017,1990.13.1017,1990.13.1018,1990.13.1018,1990.13.1019,1990.13.1019,1990.13.1019,1990.13.1020,1990.13.1020,1990.13.1021,1990.13.1021,1990.13.1022,1990.13.1022,1990.13.1022,1990.13.1023,1990.13.1024,1990.13.1025,1990.13.1025,1990.21.0044,1990.21.0050,1990.21.0051,1990.21.0052,1990.21.0053,1990.21.0054,1990.21.0055,1990.21.0056,1990.21.0057,1990.21.0058,1990.21.0062,1990.21.0063,1990.21.0064,1990.21.0065,1990.21.0066,1990.21.0067,1990.21.0068,1990.21.0069,1990.21.0070,1990.21.0072,1990.21.0079,1990.21.0081,1990.21.0083,1990.21.0084,1990.21.0085,1990.21.0086,1990.21.0090,1990.21.0092,1990.21.0094,1990.21.0096,1990.21.0110,1990.21.0111,1990.21.0112,1990.21.0120,1990.21.0121,1990.21.0122,1990.21.0143,1990.30.0001,1990.33.0005.lg,1990.33.0005.sm,1990.33.0006.lg,1990.33.0006.sm,1990.33.0009a,1990.33.0010a,1990.33.1013,1990.33.1014,1990.33.1015,1990.33.1016,1990.33.1017",,,,,,,Perseus,,,"Aegina, Sanctuary of Aphaia",,,,,,"<P><bibl>A. Furtwngler, Aegina, das Heiligtum der Aphaia (1906). R. Carpenter, Greek Sculpture (1960) 115ff. B. Conticello, EAA (1960) 246ff. G. Grben, ""Die Sfinx-Saule von Aigina,"" AM 80 (1965) 170ff. A. Invernizzi, I frontoni del tempio di Aphaia ad Egina (1965). B. Ridgway, The Severe Style in Greek Sculpture (1970). Cockerell, The Temples of Jupiter Panhellenius at Aegina... (1860 London). Inscriptions: JHS 6 (1885)143ff, 340ff. Sketches: JHS, 29 (1909) 53ff. B. Stais, Prakt (1894) [...]",,,,,,<P>Geometric</P><P>Archaic</P><P>Classical</P>,1.0,"<P>The site is located on a forested hill at the NE corner of the island with a vista over the Saronic Gulf. The remains consist of a temenos wall with propylon, living quarters for priests, altar, and temple of Aphaia.</P>",,,,,,Saronic Gulf,,,,,,,,,,,,Sanctuary,"<P><bibl>Rossiter 1977, 222</bibl>; <bibl>PECS, 19</bibl></P>",,,,,"A small, remote sanctuary of the goddess Aphaia.",,,Site,,,
1987.08.3002,i1987083002,"aa_5,aa_3876","Ramp and front of temple from E, Aegina, Sanctuary (Temple) of Aphaia,",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3002/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3002/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3002/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"Ramp and front of temple from E, Aegina, Sanctuary (Temple) of Aphaia,","aa_5,aa_3876",https://iiif.perseus.tufts.edu/iiif/3/1987.08.3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.09.2169,i1987092169,"aa_5,aa_3876","Distant view of temple from SE, Aegina, Sanctuary of Aphaia, Temple of Aphaia",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.09.2169/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.09.2169/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.09.2169/full/^50,/0/default.jpg","Photograph courtesy of the Department of Archaeology, Boston University, Saul S. Weinberg Collection","Distant view of temple from SE, Aegina, Sanctuary of Aphaia, Temple of Aphaia","aa_5,aa_3876",https://iiif.perseus.tufts.edu/iiif/3/1987.09.2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.09.2170,i1987092170,"aa_5,aa_3876","Temple from SE, Aegina, Sanctuary of Aphaia, Temple of Aphaia",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.09.2170/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.09.2170/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.09.2170/full/^50,/0/default.jpg","Photograph courtesy of the Department of Archaeology, Boston University, Saul S. Weinberg Collection","Temple from SE, Aegina, Sanctuary of Aphaia, Temple of Aphaia","aa_5,aa_3876",https://iiif.perseus.tufts.edu/iiif/3/1987.09.2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.09.2171,i1987092171,"aa_5,aa_3876","Front of temple from E, Aegina, Sanctuary of Aphaia, Temple of Aphaia",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.09.2171/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.09.2171/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.09.2171/full/^50,/0/default.jpg","Photograph courtesy of the Department of Archaeology, Boston University, Saul S. Weinberg Collection","Front of temple from E, Aegina, Sanctuary of Aphaia, Temple of Aphaia","aa_5,aa_3876",https://iiif.perseus.tufts.edu/iiif/3/1987.09.2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.09.2172,i1987092172,"aa_5,aa_3876","East end of temple from S, Aegina, Sanctuary of Aphaia, Temple of Aphaia",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.09.2172/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.09.2172/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.09.2172/full/^50,/0/default.jpg","Photograph courtesy of the Department of Archaeology, Boston University, Saul S. Weinberg Collection","East end of temple from S, Aegina, Sanctuary of Aphaia, Temple of Aphaia","aa_5,aa_3876",https://iiif.perseus.tufts.edu/iiif/3/1987.09.2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.09.2174,i1987092174,"aa_5,aa_3876",Temple from SW,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.09.2174/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.09.2174/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.09.2174/full/^50,/0/default.jpg","Photograph courtesy of the Department of Archaeology, Boston University, Saul S. Weinberg Collection",Temple from SW,"aa_5,aa_3876",https://iiif.perseus.tufts.edu/iiif/3/1987.09.2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.13.1001,i1990131001,aa_3876,"Model of sanctuary, from NE, closer",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.13.1001/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.13.1001/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.13.1001/full/^50,/0/default.jpg","Photograph by Maria Daniels, copyright Staatl. Antikensammlungen und Glyptothek, Mnchen","Model of sanctuary, from NE, closer",aa_3876,https://iiif.perseus.tufts.edu/iiif/3/1990.13.1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.13.1002,i1990131002,aa_3876,"Model of sanctuary, from E",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.13.1002/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.13.1002/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.13.1002/full/^50,/0/default.jpg","Photograph by Maria Daniels, copyright Staatl. Antikensammlungen und Glyptothek, Mnchen","Model of sanctuary, from E",aa_3876,https://iiif.perseus.tufts.edu/iiif/3/1990.13.1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3877,aa_3877,,Aigosthena,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3026/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3026/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3026/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<P>Although surface finds suggest occupation in the area from Geometric to late Byzantine periods, the fortifications themselves belong to the 5th and 4th centuries B.C. Aigosthena belonged to Megara and formed part of the Achaean League in 244 B.C., although it had been under the control of Boeotia for a short time before the 2nd Macedonian War.</P>",,,,,,,Donald R. Keller,,,,,,,,,,,"1987.08.3026,1987.08.3028,1987.08.3030,1987.09.0158,1987.09.0159,1987.09.0160,1987.09.0161,1987.09.0162,1987.09.0163,1987.09.0164,1987.09.0165,1987.09.0166,1987.09.0167,1987.09.0168,1990.30.0002,1990.33.0012a,1994.01.0079,1994.01.0080,1994.01.0081,1994.01.0082,1994.01.0083,1994.01.0084,1994.01.0085,1994.01.0086,1994.01.0087,1994.01.0088,1994.01.0089,1994.01.0090,1994.01.0091,1994.01.0092,1994.01.0093,1994.01.0094,1994.01.0095,1994.01.0096,1990.33.1018","1987.08.3026,1987.08.3028,1987.08.3030,1987.09.0158,1987.09.0159,1987.09.0160,1987.09.0161,1987.09.0162,1987.09.0163,1987.09.0164,1987.09.0165,1987.09.0166,1987.09.0167,1987.09.0168,1990.30.0002,1990.33.0012a,1994.01.0079,1994.01.0080,1994.01.0081,1994.01.0082,1994.01.0083,1994.01.0084,1994.01.0085,1994.01.0086,1994.01.0087,1994.01.0088,1994.01.0089,1994.01.0090,1994.01.0091,1994.01.0092,1994.01.0093,1994.01.0094,1994.01.0095,1994.01.0096,1990.33.1018",,,,,,,Perseus,,,Aigosthena,,,,,,"<P><bibl>E.F. Benson, ""Aegosthena,"" JHS 15 (1895) 314ff</bibl>; <bibl>B.V. Head, Historia Numorum (2nd ed) (1911)</bibl>; <bibl>R.L. Scranton, Greek Walls (1941) 81</bibl>; <bibl>N.G.L. Hammond, BSA 49 (1954) 110ff. A.K. Orlandos, Ergon (1954)</bibl>; <bibl>A.W. Lawrence, Greek Architecture (1957)</bibl>; <bibl>M. Bollini, ASAtene 41-42 (1963-64)</bibl>; <bibl>K. Ghiannoulidou, Platon 16 (1964)</bibl>; <bibl>F.E. Winter, Greek Fortifications (1971) 142, note 56, 145. Prakt, (1954) 129ff [...]",,,,,,<P>Geometric</P><P>Archaic</P><P>Classical</P><P>Hellenistic</P><P>Roman</P>,1.0,"<P>Aigosthena is at a sheltered bay at the E end of the Gulf of Corinth. The site commanded the ancient route from Boeotia to the Peloponnese. It was never of great importance in antiquity and was mentioned by only one ancient writer, Xenophon in 378 B.C. It has not been excavated, but is considered one of the best surviving examples of Classical Greek military architecture.</P>",,,,,,Megarid,,,,,,,,,,,,Fortified city,"<P><bibl>Rossiter 1977, 363</bibl>; <bibl>PECS, 21</bibl>; <bibl>Leekley and Noyes 1976, 1</bibl></P>",,,,,A Megarian fortified city.,,,Site,,,
1987.08.3026,i1987083026,aa_3877,"North corner of wall with tower and earlier section of wall, Aigosthena",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3026/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3026/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3026/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"North corner of wall with tower and earlier section of wall, Aigosthena",aa_3877,https://iiif.perseus.tufts.edu/iiif/3/1987.08.3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.08.3028,i1987083028,aa_3877,"Top of wall and S tower from the N, Aigosthena",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3028/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3028/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3028/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"Top of wall and S tower from the N, Aigosthena",aa_3877,https://iiif.perseus.tufts.edu/iiif/3/1987.08.3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.08.3030,i1987083030,aa_3877,"View along top of wall from the S, Aigosthena",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.3030/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.3030/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.3030/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"View along top of wall from the S, Aigosthena",aa_3877,https://iiif.perseus.tufts.edu/iiif/3/1987.08.3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.09.0158,i1987090158,aa_3877,"Fortifications from NE and above, Aigosthena",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.09.0158/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.09.0158/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.09.0158/full/^50,/0/default.jpg","Photograph courtesy of the Department of Archaeology, Boston University, Saul S. Weinberg Collection","Fortifications from NE and above, Aigosthena",aa_3877,https://iiif.perseus.tufts.edu/iiif/3/1987.09.0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.33.0012a,i1990330012a,aa_3877,"Overview, Aigosthena",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.33.0012a/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.33.0012a/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.33.0012a/full/^50,/0/default.jpg","copyright D. Neel Smith 1989, drawn by M. W. Cutler based on E.F. Benson 1895 320 plan 2","Overview, Aigosthena",aa_3877,https://iiif.perseus.tufts.edu/iiif/3/1990.33.0012a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.01.0079,i1994010079,aa_3877,"Overall view from N and below, Aigosthena",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1994.01.0079/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1994.01.0079/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1994.01.0079/full/^50,/0/default.jpg",Photograph by Maria Daniels,"Overall view from N and below, Aigosthena",aa_3877,https://iiif.perseus.tufts.edu/iiif/3/1994.01.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3951,aa_3951,,Malibu 86.AE.34,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0140/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0140/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0140/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Malibu, The J. Paul Getty Museum",,,,,,,,,,-1250.0,,,,,,,,,,,,,,,,,,,,,1990.05.0140,1990.05.0140,,,,,,,Perseus,,,Malibu 86.AE.34,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,Miniature stirrup jar,,,,,,,,"Floral patterns, dark on light.",,,Vase,-1250,ca.,Mycenaean
1990.05.0140,i1990050140,aa_3951,Mycenaean miniature stirrup jar; 3/4 right view,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.05.0140/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.05.0140/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.05.0140/full/^50,/0/default.jpg","Collection of The J. Paul Getty Museum, Malibu, California",Mycenaean miniature stirrup jar; 3/4 right view,aa_3951,https://iiif.perseus.tufts.edu/iiif/3/1990.05.0140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
